작성일,좋아요 수,본문,해시태그,댓글 목록
giyt223 | 2024-11-04 | 😋
ijajafrzz | 2024-11-03 | Please try seblak indonesian food🇮🇩🇮🇩
adrinkfortwo_ | 2024-11-03 | malatang ni kek seblak gt kh
nurapriliana174 | 2024-11-01 | Pick me
bolry13 | 2024-10-29 | 알다시피, 나 배고파요 아하하😂❤️
ji_lee_hye12 | 2024-10-28 | 식탁에 국물 튀는거 넘우 친근해요
myeongjuyeong78 | 2024-10-27 | 양고기 보단 소고기
justtmagxy | 2024-10-23 | 너 베이비 몬스터의 아사랑 비슷해😍
graeatsu | 2024-10-22 | 밤에봤는데요..
ko_s2._.15 | 2024-10-17 | 10점 마라탕
praorn_123 | 2024-10-11 | แล้วคือเวลากินจะมองไปที่อื่นเพื่อ
ptricha__ynita | 2024-10-11 | @keysha_melody @trcy_srnv @rlin_claaa seblak yg ini mau??
zokra0999 | 2024-10-08 | 😍
bab_puli | 2024-10-07 | 다 10점 ㅋㅋㅋㅋ
jjwlo_ve | 2024-10-07 | 이건다 10점 아님?
s.ox0a | 2024-10-06 | 밑에 다흘리면서 ㅋㅋ 저도 그런뎈ㅋㅋ
2012.0719c | 2024-10-06 | 나만 흘린거 킹받냐..ㅌㅋ
songg._.a | 2024-10-05 | @h___joung
su.bin_o1 | 2024-10-04 | 새벽2시..
suj_in0531 | 2024-10-02 | 부럽네여 저는 0단계밖에 못먹어여ㅠㅠ ㅠㅠ
bahiowpsjxh24 | 2024-09-30 | 다 10/10인 사람 첨봄(뭐라고하는거아님)
dump.kyin | 2024-09-29 | seblak versi Korea ini mah
c._.mk_3 | 2024-09-29 | 건두부에 팽이버섯 싸서 먹어쥬세요ㅠㅠㅠ 대리만족하게욤...
_._otaakuu._ | 2024-09-28 | 병원이리 못 시켜먹는단 말이에요큐ㅠㅠ큐ㅠㅠ큐
gyeom.03 | 2024-09-28 | 진짜 맛있겠다!! 어쩌다 밤에 보게되었을까 ㅜㅜ
s1on.01 | 2024-09-26 | ㅓ 지금 새벽 1신데 이게 뜨면 나는 어떡하라고....
a.d0hyeon12 | 2024-09-26 | 침샘 쥬~... .륵
jix_pa | 2024-09-25 | 새벽에...봐버림...
y10__so_i | 2024-09-24 | ㅋㅋㅋㅋ 다 10점이야 ㅎㅎ
biiii._.u | 2024-09-23 | 지금 보고있어요ㅜㅜ 맛있게 잘 드시네요❤️
yuj13_.n | 2024-09-22 | 아 배고파
sy.oxn1 | 2024-09-21 | 어디 마라탕 인가요 ㅠㅠ
hayul__12 | 2024-09-19 | 소고기가 짱인데..개취 존중 합니다ㅏ
cxixoon | 2024-09-16 | 아ㅠ
seowoo._.3458 | 2024-09-13 | 앗 밤에 제목을 봐버렸어!
lo._.ra1 | 2024-09-13 | تشبه روكا من بيبي مونستر 🥀
hyj160919 | 2024-09-13 | 당근 소고기지
inas23_ | 2024-09-13 | Its look like seblak from indonesia
inas23_ | 2024-09-13 | Btw... where u put ur mic?
ily___hs | 2024-09-12 | @lu2___sia 마라창언제먹러듀냐고
shrlyaa_ | 2024-09-12 | jiga seblak
jh.js_dalcom | 2024-09-11 | @ssun_990910
fitrian2314 | 2024-09-11 | Seblak
_eunsoo_09 | 2024-09-11 | For a sec... I thought she is ASA from Babymonster!~
coeyeonju381 | 2024-09-09 | 나무숟가락같은거어디서사심?
coeyeonju381 | 2024-09-09 | 맛있겠당!👏
aziza_h2nd | 2024-09-09 | 👏
o.uy_ie23 | 2024-09-08 | 밤에 봐버렸어요..
yebin.4008 | 2024-09-08 | 나도연꽃분모자최곤뎅
y.n.n.n.n.n.n12 | 2024-09-08 | 언니 평가하러 온거 아니고 먹으러 온거지 ㅋㅋ
_khmlvas_ | 2024-09-08 | The sound is so high
_jelly700 | 2024-09-07 | 소리 넘 졷타
ramunja.namunja | 2024-09-07 | 딸래미 교복차림에 어디가나여.실용음악 먹방은 더 .,방에서 하실건가여!
quokks359 | 2024-09-07 | 맛있겠다
yobinicha | 2024-09-07 | I don't like mala 😭😭
ju2.y0ng | 2024-09-06 | 아니 어떻게 딱 밤에 뜨지???
isua7736 | 2024-09-06 | 저 부탁할게 있어요.!!! 먹방은 잘하시는데 계속 맛있다,너무 맛있다만 말하지 말아 주시고 좀 종확하게 맛을 표현 해주시면 좋겠어요..!!
thefuckupwithyou | 2024-09-06 | mukanya kaya asa perdebut
no_eyebrows_a | 2024-09-06 | Can someone tell me what those things are I know that's tokpoki but what are the rest of the things
kyungho_2011 | 2024-09-05 | 연꽃 분모자는 한입에 먹어야 제맛...
7c_m1n | 2024-09-05 | 지금 밤인데..😢
j1_woox0 | 2024-09-05 | 마라탕 먹고싶다..😢
zy.ch0x | 2024-09-05 | 아....밥먹고 4시간뒤에 잘시간됬을때 밨써...
_mxze.1 | 2024-09-05 | 봐버럿다
seoyj304 | 2024-09-05 | @mj05_02 마라탕..탕..
se0n.uu | 2024-09-05 | 그냥 다 맛있다는거 아님?ㅋㄱㅋㄱㅋㄱ
byeonuyeong1 | 2024-09-05 | 지금은 8:30분 야식 먹기 딱 좋은 시간
_itsjn_k_ | 2024-09-05 | 이거 진짜에요?
pzh0731 | 2024-09-05 | 처음에 양고기 보고 맛살인줄
ysng2013 | 2024-09-05 | 아 방금 저녁 먹었는데 ㅠ
yumisol8 | 2024-09-05 | 마라탕만 하면 서이브 생각남;;"
2024-08-29,3.6만,요즘 SNS에서 난리난 5만원짜리 젤리..ㄷㄷ 48주,"#스웨덴캔디, #swedishcandy, #jelly, #디저트, #해외간식, #톡톡시아, #toctocsia, #먹방, #mukbang, #asmr","kateyim | 2024-12-05 | 😍
nyangi938 | 2024-11-18 | 가격이 ㄷㄷ
katya_lyan2014 | 2024-11-04 | Щзг т
kristinas.dailylife | 2024-10-10 | 오만원 😵 이거는 스웨덴에서 오천원인 것 같아요 🫠
rlawlsgh0426 | 2024-10-05 | 귀여워여
felizmente_viva | 2024-10-02 | @dahee._.y 무한태그
seah091903 | 2024-09-15 | 2,3째거는 거꾸로 토끼입니당❤️👏
olo.percent | 2024-09-09 | @pork_pig_cutlet 이제 스웨덴캔디야 자갸.
pickmix.candy | 2024-09-08 | Yummy 😍
mickis_2007 | 2024-09-07 | She is trying the legendary Swedish candy❤️
to_is_to | 2024-09-02 | 그래두좀쌀때드셨네유ㅜ 지금은 8만원대던데..
premiumpipol | 2024-09-01 | @akiejack terer la bang
onceblink183 | 2024-09-01 | Como se llaman
_arisaaajr | 2024-09-01 | @akiejack
emzenregency | 2024-08-31 | BUBS. My favorite is the first one 😋😋
bidulgi794 | 2024-08-31 | 많있겠다
haz3iol__ | 2024-08-31 | 😢😢😢
dongy2507 | 2024-08-31 | Malaysia mentioned 🗣️🗣️🗣️🇲🇾🇲🇾
hayx._.13 | 2024-08-31 | 언니 비누 먹어봤어?
yanszhere | 2024-08-31 | @akiejack bang tengok nii
haninaszaliah | 2024-08-31 | @akiejack sesat sampai ke korea weh 😂 terbaikkk
cl3nrx__91 | 2024-08-30 | 저거 실제로 급나 맛남
inyourbunny | 2024-08-30 | 나더줘
syahira_kiraaaa | 2024-08-30 | Abg akie smpai korea oo
aysha_lahyeni | 2024-08-30 | 😍😍
na._3lz | 2024-08-30 | I saw it on TikTok first🤭
zafialeeya | 2024-08-30 | SAYA BANGGA JADI ANAK MALAYSIA
lwyeensa | 2024-08-30 | CEY BANG AKIEE
schazany | 2024-08-30 | @akiejack
mammatillbusar | 2024-08-29 | So funny, hello from sweden 😍
sagaehab29 | 2024-08-29 | ❤️❤️❤️❤️
mosh._7 | 2024-08-29 | Y’all don’t get it they are not the best
yolkiyukyuk | 2024-08-29 | could you put english subtitles on your videos?
n.emrynnbilh | 2024-08-29 | Blh x kn x blh
hoppy___salmon | 2024-08-29 | どんどんお姉さんになっていってて…可愛い🥲💖
ainasanura_ | 2024-08-29 | @akiejack
violetprcs | 2024-08-29 | bang akie smpai sini
riyhan9331 | 2024-08-29 | 😍😍😍
caramelscent_7 | 2024-08-29 | Wih bang akie jack sesat kat sosmed korea 😂😂😂😂
senacetinn16 | 2024-08-29 | Omggg😂
greentea.r39 | 2024-08-29 | @akiejack 🔥
qmrnmtlb | 2024-08-29 | @akiejack
sabrienasshza_ | 2024-08-29 | ❤️❤️❤️
rainiebaekjimin | 2024-08-29 | Owo
tjdcksdk.k | 2024-08-29 | 왕 일빠다"
2024-08-28,8239,"(광고) 뜨거운 물만 부으면 되는 컵밥이라고?? 뜨거운 물만 있으면 언제 어디서나 편하고 든든하게 즐길 수 있는 ‘CJ 부먹밥’! CJ 부먹밥 미역국밥, 사골곰탕밥, 짬뽕밥 3종을 가까운 편의점과 CJ더마켓 온라인몰에서 만나보세요. 48주","#CJ제일제당, #CJ부먹밥, #부먹밥, #컵밥, #국밥, #미역국밥, #짬뽕밥, #사골곰탕밥, #편의점신상, #미역국, #짬뽕, #사골곰탕, #편의점음식, #먹스타그램캠핑, #캠핑, #캠핑요리, #캠핑음식, #등산, #등산도시락, #아웃도어, #아웃도어라이프, #먹스타그램, #CU신상, #GS25신상, #이마트24신상","lee_harin_ee | 2024-11-22 | 와 대박🔥맛있겠ㄷ ㅏ😍
nyangi938 | 2024-11-18 | 짬뽕밥 맛있겠다
joenxz_ | 2024-09-05 | 와 흰옷..ㄷㄷ
tongzhaaa | 2024-08-28 | Look good
saddiki_khadija | 2024-08-28 | ❤️❤️
_iroda_r.m._ | 2024-08-28 | 😂
steyell3 | 2024-08-28 | 외국에서도 팔았으면…
_emm1tkova | 2024-08-28 | first!"
2024-08-26,8.8만,요아정 토핑 담다보니 5만원..ㄷㄷ😱(feat 이모지 먹방) 48주,"#톡톡시아, #toctocsia, #배네타, #요아정, #토핑, #요아정토핑, #먹방, #mukbang, #먹방","bagsihyeon3051 | 2025-07-05 | 배고파ㅏ
nn__noa3 | 2025-02-19 | 絶対美味しい❤️❤️❤️❤️
_anetka_bro_ | 2025-02-11 | You sooo cute❤️🥹
eva_ngelina.12 | 2025-01-28 | 🍯 or 🐝
se.yma5205 | 2025-01-22 | DÜZGÜN YE SUNU
excited_otter | 2025-01-20 | yummy
parkyunji14 | 2025-01-20 | 요아정에서 어떻게 그렇게 바삭한 소리가 나는지 진짜 궁금해요!!
emi_shrwoo | 2025-01-18 | pre-debut asa??
noakotler2012 | 2025-01-16 | Do you really eat a bee?
lovelyalice760 | 2025-01-08 | 별로던데…..비싸기만함
poius_2 | 2025-01-06 | 아기였는데...언제 이리 컸노?!
kitty_cat2534 | 2025-01-05 | I've been watching since you were a kid. Until she grows up to be a girl😍😍
aw.ely | 2025-01-03 | Pickme
arsiya_mehra_042 | 2024-12-19 | I don't know why but she looks like asa from baby monster 🙌
iillliililililil | 2024-12-17 | 너무 못생겼다
c.caltt | 2024-12-15 | komen ah
lingg_lingg2413 | 2024-12-14 | 만족스럽네요 언니
coeyunseo7196 | 2024-12-09 | 이분 몇살이었죠..?
nyangi938 | 2024-11-18 | 요아정 땡겨...
exz_214 | 2024-11-09 | Spanish subtitles plsss 😭 (I love you ☺️)
exz_214 | 2024-11-09 | 😒
kimdail1219 | 2024-11-06 | 입안에다가 마이크를 넣었나 소리 진짜 잘들리누
danbi_530 | 2024-11-01 | 망고도 엄청 맛있어여ㅕ
basaz_dnoogh.fo8rayb_yeomtamfk | 2024-10-15 | 가격 떨어질때까지 존버타야지
ooooooollllllllwwwww | 2024-10-11 | 놀라운건 요아정도 요거트 가루씀
leeharu_love | 2024-10-10 | @sunhee_1919 진짜 맛있냐구ㅋㅋ난 아직 안먹어봄
sinjieun191 | 2024-10-10 | 시아언니 넘 예뻐 😍
juhajjan | 2024-10-02 | 요아정을 왜먹어 과일들어있는 요맘때 잘있고 싸고 맛있는데 그게 가성비지
sysy._.7 | 2024-10-02 | @picker_choi 오만원어치랰ㅋㅋ
right_jin0311 | 2024-09-29 | 염색하니까 이쁘네여
6144.rin | 2024-09-27 | 손 이쁘시다
win6391 | 2024-09-24 | @wabisabi_hebi 배고프다 ㅋㅋ
chaechae0988 | 2024-09-23 | 와... 소리대박🔥🔥❤️
gimminha.9 | 2024-09-21 | 맛있겠다😮
1w_star | 2024-09-21 | 화장법이 궁금합니다.
ya_sa0812 | 2024-09-20 | 어른이 에요
maratangpapi | 2024-09-18 | @oss__kko
adam29308 | 2024-09-18 | 맛대가리 없던데 🔥🔥🔥
e_gv_hhh | 2024-09-17 | 저 벌집꿀은 뭐 먹어볼려고해도 맨날 품절이라 못준다더만
_saeyeon_ | 2024-09-17 | @iyromn 5만원
su____min._ | 2024-09-16 | @d.kyeom__12 저게 ㅅㅂ5마논이라고
sibawasibeoli | 2024-09-16 | 별루
hyeoni0703 | 2024-09-16 | @chuwoo615 @bomnoma 언니...난 요아정 못먹겟...저거면 떼르떼가 몇개야
dlaudgh1213 | 2024-09-15 | @4.03i
se.1oy | 2024-09-15 | 왤케 이뻐졌지
kibria.masum.7 | 2024-09-14 | I saw it yeonjun's wevers live 😮same same .even the paket
jiyepark1988 | 2024-09-12 | 언제 이렇게 컸죠?.... 와 세월😂 이쁘게 컷네요👏
1234567soez | 2024-09-09 | 가격 저게 맞나
songtian4735 | 2024-09-08 | 촣리얼하게되는‼️🔥
dx.hxo | 2024-09-07 | 이런요아정 안먹요아정
han10gyeol | 2024-09-07 | @hy.seungj
zzerry._.2ee | 2024-09-07 | @hlulukrekeww
soo_mim | 2024-09-07 | @kidk_kidk2 그냥 편의점 아이스크림 다 털래 난
song._0507 | 2024-09-07 | 5만원이면 베라가는게 낳을듯 ㅇㅇ
s1.o0n | 2024-09-06 | 진심 어릴때는 그냥 먹방으로 봤는데 이젠 이뻐서본다
daebag54 | 2024-09-05 | 요기요에서 사요?
daebag54 | 2024-09-05 | 호시요기오ㅡ엥
kimihikokana | 2024-09-05 | 冷たすぎましたね🤣♡- ̗̀ ヵヮィィ ̖́-♡
jiyoochoe | 2024-09-05 | @ellsecret12 is this yochi but Korea version with better toppings
hyo_miniverse | 2024-09-05 | 개인적으로 키위는 별로였어 나머지는 다 JMT
uouv330 | 2024-09-04 | 와 소리 너무좋아요🔥
lee.hxe_ | 2024-09-04 | 블루베리가 아이스인가? 바삭바삭~~~
jun_and_ruri | 2024-09-02 | 요맘떼나 먹어야겠다
rira_9061 | 2024-09-02 | @kdg_1209 나도 이런 토핑 !!!
nosenosenosenoselip | 2024-09-02 | 정말 궁금해서 그러는데요 저 아이스크림이 그정도로 맛있나요 ? 저런 토핑들은 대중에서 쉽게 구할수 있는 것들이고.. 아이스크림과 궁합이 엄청 좋은가요?
in.hyee_ | 2024-09-01 | @seha_0607
coeyuri0025 | 2024-09-01 | 👏👏👏 파핑 보바 넣어 먹으면 맜있어용 !!
j_i__wony | 2024-09-01 | @yeonssoy 여긴 오만원
dubuuu_s2 | 2024-09-01 | 점점이뻐지는거밖에안보이넹 이 할미는 그돈이면 흑수박 큰거하나랑 메론세통 사다 배터지게 먹을랴...
s2_seulgu | 2024-09-01 | @gosuer11 요아정 먹고시퍼 사줘😢
c.xhwn_ | 2024-08-31 | 이언니 금수전가ㄷㄷ
leroy_lab | 2024-08-31 | 😍😍😍
91heejin | 2024-08-31 | @tkd_jhc 5만원
oliviaella360 | 2024-08-31 | 정말 남의애는 빨리큰다.. 나 고2?고3때부터 알고리즘에서 본 기억이있는데 이모 이제 25살.... 꾸준히 좋아하는 일하고 있는ㄷ게 너무 대단해 응원할게
mr____chu | 2024-08-31 | 시켜먹는건가요?
jo.yejinnie | 2024-08-30 | @jo.0root 이고바 ㅋㅋㅋㅋ
s__jung22 | 2024-08-30 | @yu.8177 z헐 완
british_bboddo | 2024-08-30 | 얘오ㅑ이렇게잘컸어 귀여워ㅠㅠ
_9030y | 2024-08-30 | 저는 그냥 막대아이스크림 먹을게요
hsppy_pil | 2024-08-30 | 소리 미쳤다
cbalrama1 | 2024-08-30 | .
da_nnim | 2024-08-29 | 비싼데 맛있긴 하더군~_~
_dhye._awe489 | 2024-08-29 | @ys_twomom ㅋㅋㅋㅋㅋㅋ와 오만원어칰ㅋㅋㅋㅋㅋ
se_orinn | 2024-08-29 | @ddungkum_
xxv.x.vv | 2024-08-29 | 소리 ㄹㅈㄷ
gold_joooo | 2024-08-29 | 아니 진짜 요거프레소 아이스크림을 먹어봐주세여
xxsu_0_0 | 2024-08-29 | @taem_.g 우리 화
joyunhyi4017 | 2024-08-29 | 가격이너무 사악해 그렇게까지 엄청 맛있지도 않드만
_yoon_.2_ | 2024-08-29 | @park.ms128
kimlim1506 | 2024-08-28 | 와.... 몇년만에 보게 됐는데..쪼꼬미가 엄청 크고 엄청 이뻐졌당❤️❤️
adorabl_seul | 2024-08-28 | @kk_rrrrrr_
podongi__0403 | 2024-08-28 | 와....시아 누나 많이 컷네....
jwon._.e | 2024-08-28 | 코봉이가보인당..
uyeo_rang | 2024-08-27 | 애기였는데 안본사이 언니가 됐네😍
jamlove8017 | 2024-08-27 | 요아정 가격이 쬠 사악😂
hyeeun_iove | 2024-08-27 | 언니 왤케 예뻐졌오 ㅠㅠ
dxnn.xz | 2024-08-27 | Spanish subtitles plsss 😭 (I love you ☺️)
f_lee_98 | 2024-08-27 | 요빙빙도 한번 먹어주세요 ㅋㅋ
nazlican_3459 | 2024-08-27 | 🍯❌🐝✅
bianca.velea_12 | 2024-08-27 | Uh m’am do you have a mic shoved down your throat by any chance 😅"
2024-08-23,4.1만,(광고) 왕가 설탕무첨가 탕후루 이모지 먹방!!😭 CJ에서 개발한 제로슈가 달콤스위트리 설탕무첨가 제품을 사용하였습니다. 탕후루에는 과일에서 유래한 당이 함유되어있습니다. 48주,"#달콤왕가탕후루, #탕후루, #왕가탕후루, #달콤바삭, #설탕무첨가, #신선과일","meit_algi | 2024-12-22 | この人が食べているものがさぁ全て美味しそうに見える気がする
8all1ri | 2024-12-01 | yummy😋❤️
elhamgi_7 | 2024-11-26 | ❤️❤️❤️❤️❤️
nyangi938 | 2024-11-18 | 사운드 췤 ㅋㅋㅋㅋ
suphaaphr.chumchuuen | 2024-10-29 | เขาเอาไมค์ไว้ไนทำไมดัง
y_.2n1 | 2024-09-25 | 웅니 사운드 췤 ㅋㅋㅋㅋ
isen7124 | 2024-09-24 | 싸운드 첵 할때 놀람
toribio.anna | 2024-09-22 | 내ㅕㅜㅇ ㅊㅗㄷ차😂
ozoze123 | 2024-09-16 | 사운드~첵ㄱ!!웃기닷
shiz_uku5311 | 2024-08-30 | 韓国でもリンゴ飴って言うんだ
hlaa8062 | 2024-08-30 | Hãy tin tôi yêu chị tấm khả 🍔🥖🍇🍩🍫🥙🌰🍟🍳 khó thở
ohyekg6270 | 2024-08-27 | 갑자기 췌엨! 해서 놀랐잖아요..
phw.thaoor_ | 2024-08-27 | ""Wemo check""😭
chisa.kagawa | 2024-08-24 | おいしそ
upset_rainnn | 2024-08-24 | I love the “sounde CHECKK”it’s so funny and cute😂😍
anri_dance0202 | 2024-08-23 | チャーー！↑
gimtaehwan2384 | 2024-08-23 | 시아님 체리씨없어요?
anvu1128 | 2024-08-23 | I always wanted to try tangulu❤️🙌🔥👏😢😍
shirospring | 2024-08-23 | sound CHECK 💜
srvnsm | 2024-08-23 | So cute girl😘
yauuu3.__ | 2024-08-23 | 😍😍
sudeee_190777 | 2024-08-23 | ❤️❤️❤️❤️❤️
wala77085 | 2024-08-23 | 맛있어 보여요 ✨️
yuyuerer0043 | 2024-08-23 | 1빠ㅏㅏ시아님 먹방 체고❤️❤️
toctocsia | 2024-08-23 | CJ에서 개발한 제로슈가 달콤스위트리 설탕무첨가 제품을 사용하였습니다.
탕후루에는 과일에서 유래한 당이 함유되어있습니다."
2024-08-19,9.2만,(광고) 여러분들이 가장 궁금한 메뉴는!? 하트티라미수 전메뉴 맛평가 챌린지 ❤💔 harttiramisu challenge! 49주,"#하트티라미수, #깨먹는티라미수, #더현대디저트, #쿠키앤밀크티라미수, #더현대서울, #티라미수맛집, #harttiramisu, #tiramisu","qaws.ed2565 | 2025-01-12 | 그 혹시….그렇게 한입씩 먹은것들은 다 드시는거죠…??
crazyanna0620 | 2025-01-11 | 아니.....이렇게 맛있게 먹으면...제가 살찔수밖에없잖아요;;😢😢ㅋㅋㅋ❤️❤️감쟈합니댜 영상😍
moon_ye.0106 | 2025-01-09 | 피스타치오 마지막에 양판줄알았어요 그 걸린 초콜릿이 양파 닮았어욬ㅋㅋ
so128712 | 2024-12-31 | 이렇게 여러가지 맛이?!😮 🤎
wy_11_13 | 2024-12-24 | Jdbdbhb
wy_11_13 | 2024-12-24 | Hfgfdhd
wy_11_13 | 2024-12-24 | Bdnf DJ and
wy_11_13 | 2024-12-24 | Fjnfkjf
cookiee_kiuu | 2024-12-17 | @_dtpy209
chaewon_1202 | 2024-11-28 | 깨먹는 티라미수 기본맛에 커피가 포함이 되있나요?😢
nyangi938 | 2024-11-19 | 원래 먹고싶었는데, 시아님이 먹으니까 더 먹고싶다
arvai_taamii | 2024-11-17 | Teneg sda Mongolia
goosy_530 | 2024-10-18 | @klmyenaaa
doccocaubai383 | 2024-10-12 | Hay nha
inori4575 | 2024-10-03 | ❤️
gungdigungdi3 | 2024-10-01 | 언니!
eunseo_.8 | 2024-09-30 | 쿠키앤 ㄱ존맛
nidahanummuntazah | 2024-09-27 | 할랄인가요?
soyeon3419 | 2024-09-26 | 맛있겠당ㅜㅡㅜㅜ
0516_carat | 2024-09-19 | 이사람은 마이크를 먹은게 분명해..
jangeunyoung8 | 2024-09-15 | 우와 너무이쁘시다!!!!
reasonlim | 2024-09-06 | @kb__do 경보책임님 이게 그 지수선임님께서 말했던 하트 티라미수!!!!!!
jangyejinnnnn | 2024-08-31 | 저게 이쁜거구나
jangyejinnnnn | 2024-08-31 | 신상 아니고 좀 됨
2un___s2o | 2024-08-30 | 메이크업 하니까 사람이 달라지네 부럽다
ryuhann_na | 2024-08-29 | DIA UDAH GEDE???😭 DIA YG DULU MAKAN MIE MASI MALU² ITU KAN😭
prettiesuandme_ | 2024-08-28 | 😪
hyeeun_iove | 2024-08-27 | 언니 넘모 예뻐
_sarami0204 | 2024-08-27 | 本物のティラミスじゃない
wlals.__1 | 2024-08-25 | 와..
yejin__67 | 2024-08-23 | 다먹고싶다 이중에 솔티제일 먹고싶다
song.yr921 | 2024-08-22 | 와 군침 ㅠㅠ
hart_tiramisu | 2024-08-22 | 쿠키앤밀크는 우유랑 꼬옥🫶🏻❤️
xinwenews | 2024-08-21 | @chen_yue6778 买给我吃 我拜托你
j_picxo | 2024-08-21 | @2asy_1 이곤가
mycosmeaccount | 2024-08-21 | えー！！！！！！この子もうこんなに大きくなったの！？！！！懐かしい…お顔が変わってない！すごい
s.jy_3 | 2024-08-21 | 마싯겟당
johyein874 | 2024-08-21 | 저거 어디서 팔아요?
my__yooon | 2024-08-21 | @my__doooo 그때더현대에서이거먼데?이랬는데 샀어야했어ㅜㅜ
__9aiish0 | 2024-08-21 | 그들이 마지막으로 부르는 것 (그게 뭐야)✨
leegaru_ | 2024-08-20 | 먹는거넘귀여워 아니아니 얼굴이넘귀여워햄토리야❤️
meguru_808 | 2024-08-20 | 쿠앤크 ㅈㄴ 맛있겠다
kimjaebong8344 | 2024-08-19 | 입에서 살살 녹겠어요~😍😍😍
zqlvd | 2024-08-19 | beli dimana
garugyaru | 2024-08-19 | Looks good
axeong.211 | 2024-08-19 | 언니 너무 예쁜거 아니야..?😍
luna_m1s | 2024-08-19 | Zor ku
toctocsia | 2024-08-19 | 영상 시간 관계상 나오지 못한
레몬얼그레이맛이 궁금하신 분은
톡톡시아 틱톡 계정 깨먹는 티라미수 영상에서 풀버전을 보실 수 있습니다!
(틱톡->톡톡시아 검색->깨먹는 티라미수 영상 클릭!)
yu._.10.7 | 2024-08-19 | 😍"
2024-08-18,5.5만,생수를 음료수로 만들어 주는 신기한 물병..ㄷㄷ😱 49주,"#먹방, #mukbang, #톡톡시아, #asmr, #toctocsia, #먹스타그램, #cirkul, #써큘","ijiu._.584 | 2025-05-14 | 이거 학교에 들고가서 먹으면...? 물이니까 괜찮은거 아님?
jhy___hayoon | 2025-04-20 | 무슨맛이 있나요?
jx._.1n | 2025-01-18 | 원리가 뭐지
j__o.ha | 2024-12-19 | I live in America so I can buy that everyday without hesitation but I have to pay 20 to 30 dollars...
jrockms | 2024-11-30 | 얼마예요
boom_mindo | 2024-11-29 | 제품명좀 알려주세오ㆍ
_min2013min_ | 2024-11-26 | 한번쓰면 끝인가요?...
d0_bix | 2024-11-26 | 얼만가요?
nyangi938 | 2024-11-19 | 한번 마셔보고싶당
geongdyung | 2024-11-18 | 어디서 사나요ㅠㅠ 학교에 가져가고 싶은뎁ㅠㅠ
yu_jxa | 2024-11-17 | 얼마임
ch.oe_1 | 2024-11-10 | 이거 보관했다가 다시 사용해도 맛 나나요?
maynah2011 | 2024-11-06 | 이것은 암을 유발합니다 😳⚠️
5.j1_a | 2024-11-05 | 어디서 사요
z.en_6 | 2024-11-02 | 저거 어디꺼인가요??
0627l_eo | 2024-10-10 | 얼마임?
awnwgwewl | 2024-09-27 | 볼때마다 이뻐짐 싱기하다
n.xk_yzng | 2024-09-21 | 물 끝까지 넣으면 안돼나요??
sj.0924 | 2024-09-15 | @alwls2026
love_0612_1205 | 2024-09-01 | 더거 맛이 아니라 향으로 사람이 이런 맛이 난다고 착각하게 만드는거라 제로칼로리임
sui.m0331 | 2024-09-01 | 좋은 목소리❤️
ggh032403 | 2024-08-31 | 나도 미국 가서 샀는데
s1.qzl_ | 2024-08-30 | 맛있겠다
kimgunhee0715 | 2024-08-30 | 저거 그냥 물인데 저 물병이 사람의 뇌를 속이는거임
sunyul0518 | 2024-08-29 | 저거빨때는1회용인가요?
namebinxx_x | 2024-08-28 | 탄산제조기 어디껀가요 ??
uouv330 | 2024-08-22 | 어디서 살수 있나요
cx.rae3 | 2024-08-22 | 학교에서 몰래 주스먹기
yuseojeong33 | 2024-08-22 | 링크나 이름 말해 주세요
csk_.44 | 2024-08-22 | Bunu alırsam okulda kahvaltı yapmama gerek yokk
itzs_larii | 2024-08-21 | Name please
ch_ck0717 | 2024-08-21 | 저거 뇌를 속이는 거임
ke._.12 | 2024-08-21 | 일회용인가요?
egg.massa | 2024-08-20 | Can you try air up
s._.ihy_11 | 2024-08-20 | 언제든 무한으로 쓸수 있나요?
s._.ihy_11 | 2024-08-20 | 일회용인가요?
saj_os0 | 2024-08-20 | 이거 또 쓸수있어요?
shwai8 | 2024-08-19 | شنو هاي؟
yuyuerer0043 | 2024-08-19 | 학교에 몰래 들고가서 머그면 딱일듯
b_j.r0125 | 2024-08-18 | 뭐라고 치면 나오나요
71m_limlim | 2024-08-18 | Wow... Modern drink thermos and drinks mix themselves. How does it taste? It's amazing.🔥🔥🔥🔥
yangtaeyul2 | 2024-08-18 | 신규
alimanyisibabanale | 2024-08-18 | 🙌❤️
wey6lo | 2024-08-18 | canggih bjr
hyo_ff1 | 2024-08-18 | 계속 사용 가능 한지도 궁금하고,,계속 밋 변화는 없는 지도 궁금하네여
yunzheong10 | 2024-08-18 | 어떻게 맛이날까요..? 진짜 신기하네
yuyuerer0043 | 2024-08-18 | 1빠 예쁘다❤️❤️"
2024-08-16,2.5만,(광고) 와..우유빙수에 탕후루를 넣었더니..ㄷㄷ(feat 설탕무첨가 탕후루) CJ에서 개발한 제로슈가 달콤스위트리 설탕무첨가 제품을 사용하였습니다. 탕후루에는 과일에서 유래한 당이 함유되어있습니다. 49주,"#달콤왕가탕후루, #탕후루, #왕가탕후루, #달콤바삭, #설탕무첨가, #신선과일","j_h_bab | 2024-10-05 | @ioioi_1125 우냠 집에서 이렇게 해먹구싶당..
johyein874 | 2024-08-21 | 맛있겠뜨아!! 나두 먹고싶당
migxzu_ | 2024-08-21 | 나는 탕후루를 좋아한다!❤️
